x,y
"🔥Роскошная квартира 1 + 1 площадью 50м2 в комплексе Blue Diamond в Алании. Район Оба.

💰**Комплекс будет отличным вариантом для инвестиции. Он подходит как для постоянного проживания, так и на сдачу как долгосрочной так и краткосрочной аренды.** 

🪪 Есть Вид на жительство.

‼️**Сдача проекта в эксплуатацию в июнь 2023 года.**
 🌊Проект в районе Оба в Аланье, который находится в 1300 метрах от пляжа и в 500 метрах от центра Оба.
 🏢 Комплекс будет состоять из 2 блоков, 4 этажей, всего 72 квартиры.
 🏡Инфраструктура комплекса: большой зеленый сад, открытый и закрытый бассейны, турецкая баня, кинотеатр, караоке, сауна, фитнес-центр, бар у бассейна, детская площадка, услуги смотрителя, круглосуточную охрану, камеры наблюдения, крытый гараж.
 ✈️Комплекс в 30 км от международного аэропорта Алании - Газипаша.
💵 Арендная ставка в районе ОБА на порядок выше, чем в Махмутлар и тд. ОТКРЫТЫЙ ДЛЯ ВНЖ РАЙОН. 
 🏦 Есть 0% рассрочка до конца строительства.   🔥🔥🔥ЦЕНА 140 тыс Евро.",0
"Сдам небольшую квартиру (75кв.м) на Долгий Срок, для хорошей семьи 🙏

2+1 - в конце Махмутлара, новый комплекс - сдался в прошлом году, в комплексе из инфраструктуры:

Летний бассейн / Спортивний зал / Сауна / Генератор / Парковка 

Квартира полностью укомплектована всем необходимым, светлая, очень теплая ☀️

500€ + возвращаемый депозит 200€ + коммунальные услуги: свет, вода, интернет!

Собственник 🤗",0
"Всем привет! 😊
Парень, 28 лет.
Чистоплотный, занимаюсь спортом, аккуратный. Не пью, не курю. За собой всегда порядок. Ищу с кем можно снять жильё в Стамбуле.
Район (Kağıthane).",0
"Ищу квартиру на подселение.  

19 лет, чистый, дисциплинированный, без вредных привычек.

Национальность: Казах

Денег особо нет, ищу работу :)",0
"Здравствуйте!

Срочно пересдам квартиру на 2-4 месяца без комиссии и депозита. 

Самый лучший (на мой взгляд) район - Bahçelievler. (Снял именно там, где хотел). 1 минута пешком до набережной, 10 минут пешком до пляжа Konyaaltı, 20 минут пешком до старого города Kaleiçi.

1+1 (но комнат условно три - две маленькие проходные и одна полноценная). Огромная террасса на три стороны. 4-й (верхний) этаж. 

7500 лир. (Дешевле чем я снял) (В этом районе квартиры начинаются от 15000)  Квартира соответствует цене - полностью пустая и с простым ремонтом. (Но стены и потолки свежевыкрашены)

Квартира уже свободна, можно заезжать.

Пишите в лс.

Агентам и помогаторам просьба не беспокойться.",0
"Ищу будущего соседа. Предлагаю вместе найти квартиру, чтоб по договору была оформлена на нас и чтобы мы оба были на довольны этим выбором. Рассчитываю до 9000 лир в районах: шишли кагитхане, фатих, ускудар, или в близ лежащих. 
От меня никаких проблем не будет, я человек без вредных привычек и чистоплотны 23 года.",0
"Анталия.Сдаю  квартиру в Сарысу срочно ! 1+1 . Новый комплекс. 
Въехать можно со вторника.
Новая , полностью оснащённая квартира .
На долгосрок.Собственник !
13000 лир.",0
"Сдаётся квартира 2+1 на краткосрочную аренду в комплексе SERENITY RESIDENCE ! Свободные даты : 11.05.23-26.05.23; 30.07.23-01.11.23. Подробности в личку !#аренда
✅ KONAK PREMIUM 2+1 садовый дуплекс! Краткосрочная аренда от 2х недель! Открытые даты 20.04-30.05/ 10.08.-31.10.23 ! Подробности в личку!#аренда 
✅ KONAK TERRASSE 1+1 сдаётся на краткосрочную аренду, цена зависит от срока проживания ! Подробности в личку! #аренда",0
"#ищу
Ищу девушку для совместной аренды квартиры.
Поближе к морю.
Коньялты.
❗️❗️❗️
Я не пью, не шумная.",0
"Сдается квартира 1+1 в районе Оба. Комплекс Oba Exodus park.
Без комиссии, от собственника ❗️❗️❗️
Есть все необходимое для проживания
(4 спальных места)
Рядом есть сетевые магазины и лавки с фруктами и овощами.
Комплекс состоит из трех блоков, со своей закрытой территорией, парковкой и охраной.
Есть трансфер.
5 раз в день/6 дней в неделю ездит трансфер на море и обратно через магазин МЕТРО(и два раза в неделю на рынок)
Также в комплексе :
Кинотеатр 
Открытый бассейн 
Беседка 
Закрытый бассейн
Тренажерный зал
Хамам
Сауна
Римская парная
Кинотеатр
Детская площадка на улице и в помещении.
🔥Цена 15.000 TL🔥
Айдат входит в цену,
Оплата только воды,света и интернета.",0
"Підселення у 3+1 квартиру м.Анталія,район Кон'яльті.У квартирі є все необхідне!Ціна залежить від кімнати!За подробицями в приват!",0
"✅ Сдаётся квартира 2+1 на краткосрочную аренду в комплексе SERENITY RESIDENCE ! Подробности в личку !#аренда
✅ Сдаётся квартира 1+1 в KONAK TERRACE! Краткосрочная аренда от 2х недель! Подробности в личку!#аренда 
✅ Сдаётся квартира 1+1 в YEKTA TRADE на краткосрочную аренду! Подробности в личку!#аренда 
✅ Сдаётся квартира 1+1 в комплексе KUTR SAFIR 20! На краткосрочную аренду! Цена зависит от количества дней! Подробности в личку!#аренда 
✅Сдаётся квартира 1+1 в Serenity Residence! Подробности в личку!#аренда 

✅ Сдаётся квартира 2+1 в  аренду в комплексе AZURA PARK MAHMUTLAR! Подробности в личку! #аренда",0
"✅ Сдаётся квартира 2+1 на краткосрочную аренду в комплексе SERENITY RESIDENCE ! Подробности в личку !#аренда
✅ Сдаётся квартира 1+1 в KONAK TERRACE! Краткосрочная аренда от 2х недель! Подробности в личку!#аренда 
✅ Сдаётся квартира 1+1 в YEKTA TRADE на краткосрочную аренду! Подробности в личку!#аренда 
✅ Сдаётся квартира 1+1 в комплексе KUTR SAFIR 20! На краткосрочную аренду! Цена зависит от количества дней! Подробности в личку!#аренда 
✅Сдаётся квартира 1+1 в Serenity Residence! Подробности в личку!#аренда",0
"Ищу няню , вечер, 1-2 р в неделю, кестель, девочке 6лет. Пишите в лс , пжл",0
"Слается квартира. Клеопатра. 1+1. Без нотариального договора для внж. Сдается  на три месяца, с возможным продлением еще на пару месяцев. 8000 лир в месяц. Без депозита и комиссии",0
"‼️‼️‼️‼️‼️‼️‼️

Сниму квартиру 2+1
Семья из 3х человек. Ребенок взрослый (заканчивает школу)
С 20 августа на 3 недели с возможностью продлить до месяца. 

Алания, нижняя Оба, Тосмур, Кестель, Махмутлар, Каргыджак. 
Предпочтительно, но не обязательно  Авсалар, Окурджалар. 

Обязательно:
- Генератор
- более или менее приличная скорость интернета
- кондей в каждой комнате
- не более 700-800 метров до моря 
-большая кухня-гостиная
- не турецкий дом 
- инфраструктура (магазины, аптеки и пр) в пешей доступности 
- бассейн

Желательно, но не обязательно:
- бильярд в доме
- горки в бассейне

Бюджет на 3 недели - 600$
Если все понравится, можно и побольше. Если продлеваем, то в соответствии с продлением. 

Пишите в личку предложения только с фото. 
Без комиссий. Или по минимуму. 
Возвратный депозит не более 50%",0
"Есть запрос. Анталья

Квартира , свежий дом  до 10 лет. Район коньяалты(лиман гюрсу арапсую алтынкум лиман унжалы хурма ) или бахчивелер в муратпаше. Большая 2+1 с ремонтом или 3+1 , до 105 тыс долларов. Предложения в личку",0
"#Долгийсрок АНТАЛИЯ 🏖АРЕНДА🤝
🏡 Сдаётся квартира в Коньяалты-Унджалы  2+1 бахчекат, есть отдельный  вход. С газом. В отлич.комплексе. Цена 25000 лир. Предоплата несколько месяцев. Один депозит. Комиссия.
 
🏡 Сдаётся квартира в Коньяалты -Гюрсу 3+1 до моря 300м. Цена 12000лир. Предоплата за несколько месяцев. Депозит. Комиссия. 

🏡 Сдаётся квартира в Ларе Гезелёба 1+1 с бассейном цена 12000 лир. Депозит. Комиссия. 

🏡 Сдаётся квартира в Кепезе в новом комплексе 1+1 цена 10000 лир. Предоплата два месяца. Депозит. Комиссия.

🏡 Сдаётся квартира в 
Лара, Фенер за террасити, 2+1 140 кв.м. Цена 12000 лир. Депозит. Комиссия.

🏡 Сдаётся квартира в Коньяалты- Унджалы 2+1 с газовым отоплением. В комплексе с бассейном. Цена 20000 лир. Один депозит. Комиссия. 

🏡 Продаётся квартира в Муратпаша-Кызыларык 1+1 на втором этаже. В новом доме. Цена 1.200.000 лир. 

🏡Есть квартиры на продажу и в аренду. 
Вотсап +905459739788 Мария.",0
"Анталия, Кемер ‼️

Сдаётся 2-ух этажный таунхаус 2+1 
В очень спокойном районе. Недалеко от Кемера. 
На длительный или же короткий срок / 
Есть свой небольшой сад, 4 балкона (2 наверху и 2 внизу), 2 туалета (один с душем )
Вид из окна на горы
Недалеко магазины migros, A101, Bim. 
Цена : 5000tl в месяц . Комиссия 
Писать в личку",0
"Сдам#  Мерсин Эрдэмли Томюк 
1+1. В шикарном ситэ , с большим  бассейном и горками , беседками, зоной барбекю ,детсткой и баскетбольной площадкой. С  собственным  пляжем у моря. 
Квартира оборудована всем необходимым для комфортного проживания , 
12 этаж . Вид на горы . Не жаркая .
На короткие сроки до 3 месяцев , 
Посуточно ( минимум 4 ) - 
28 евро 
Понедельно -190 евро 
помесячно - 500 евро + комуналка ( элка по счётчику , интернет , айдат ) 
Без комиссии ! Без залогов. ! 
Можно с животными.
Свободна с 20 августа.  +905428337612. Пришлю доп информацию и гео локацию в личные сообщения или ват сап.",0
"Сдается комната в квартире 1+1 в районе Сарысу Анталия.
Дом в закрытом комплексе с бассейном. Этаж второй.
Двум подругам или семейной паре. 
В комнате двуспальная кровать, шкаф, тумбочки. В квартире вайфай.
Холодильник, стиральная машина, душ, горячая вода имеется.
Есть возможность готовить еду. 
В квартире гостеприимная хозяйка. 
До моря 20-25 минут ходьбы. Рядом горы и сады. 
Много магазинов вроде Метро и  Tahtakalе в шаговой доступности.
Для временного проживания. 
Все вопросы в личку.",0
"Аренда квартиры 1+1 возле моря на длительный срок, подходит под ВНЖ.
📍Анталия, Коньяалты, Кушкаваы

🟢Отличная локация, набережная Коньяалты в 3 мин ходьбы, из окна вид на горы, море, рестораны, инфраструктура в пешей доступности.
🟢Закрытый комплекс, охрана, паркинг, видеонаблюдение, бассейн.
🟢Кухня-гостиная, полноценный балкон, спальня.
🟢Необходимая мебель и техника

🕒Срок аренды: от 6 месяцев
18500tl/месяц",0
"#сдам
#краткосрочно

Анталия Коньяалты 
Хурма 1+1 
Солнечная сторона все 3 окна.
Теплая квартира, арендаторы не включают обогрев.
Тепло даже с  открытыми окнами.
Интернет супер-онлайн.
Рядом все магазины, аптека, остановка 3 мин,рынок.

14000лир в мес , депозит 3000лир📍
Такая цена действует в течении 3 дней при заезде на 1- 2 мес, срочная сдача, дальше есть бронь.

От собственника.
Без комиссии.🖍",0
"Всем доброго времени суток!
Сдаём апартаменты в Алании, район Кестель. Дом расположен в 3 минутах от моря. Квартира 1+1, состоит из кухни-гостиной и спальни. В спальне удобная двуспальная кровать 160см. В гостиной раскладывающийся диван. В апартаментах есть все для комфортного проживания (посуда, постельное белье, полотенца и т.д.). Кухня оборудована холодильником, варочной поверхностью, духовым шкафом, посудомоечной машиной, вытяжкой, электрическим чайником. Две независимые сплит системы, стиральная машина, утюг, Wi-Fi 100mb.
Так же к вашим услугам:
- Сауна
- Хамам
- Тренажёрный зал
- Бассейн 
- Зона барбекю 
Стоимость аренды 35€/сутки
По всем вопросам: Телефон и WhatsApp +79774929796
Квартира свободна для брони с 7 октября.",0
"🏖АНТАЛИЯ
🏡Сдаётся квартира в Коньяалты Лиман возле Онкель резиденция. 1+1 цена 1000$ один депозит. Комиссия.
🏡Сдаётся квартира в Ларе 2+1 цена 1300$ Депозит. Комиссия.
🏡Сдаётся квартира в Кепезе 1+1 цена 8000 лир.Три месяца предоплата.Депозит. Комиссия.
🏡Сдаются квартиры в Кепезе Сур Япы 1+1 и 2+1 с газом.С мебелью и без.Цена обговаривается.
🏡Сдаётся квартира в Коньяалты Лиман 1+0 цена 13000 лир.Депозита нет.Коммунальные услуги и интернет включены в стоимость.Комиссия.
🏡Сдаётся квартира в Кепезе Культур 2+1 цена 13000 лир.Предоплата три месяца.Депозит.Комиссия. 
🏡Сдаётся квартира в Коньяалты Лиман с газом. Цена 1400$ Депозит.Комиссия.
🏡Продаётся квартира в Коньяалты Лиман 2+1 возле Боачай,до моря 300м.2+1 110кв.м.Цена 205тыс.$
Вотсап +905459739788 Мария.",0
Сдаётся 1+1 квартира в районе Кунду /Анталия 55м2 полностью с мебелью и бытовой техникой 6тыс лир в месяц за три месяца вперёд,0
"С 1 июля сдаётся квартира меблированная  2+1  в сите.
Район эсеньюрт, недалеко от торгового центра МАРМАРА ПАРК.
Аренда от хозяина, БЕЗ КОМИССИИ.
По поводу аренды за более подробной информацией пишите в личку",0
"Сдаётся квартира.1+1. Клеопатра. Первая линия. 100 метров от моря. Чистая, светлая, уютная, всё необходимое в квартире есть. 3 этаж. Рядом вся инфраструктура. На долгосрок. Нотариальный договор для ВНЖ есть. 800евро+депозит+комиссия. Без поднятия цены в сезон. Оплата по месячно.",0
"Сдаётся квартира.1+1. Клеопатра. Первая линия. 100 метров от моря. Тёплая,  чистая, светлая, уютная, всё необходимое в квартире есть. 3 этаж. Рядом вся инфраструктура. На долгосрок. Нотариальный договор для ВНЖ есть. 800евро+депозит+комиссия. Оплата по месячно.",0
"#сдам
#отсобственника 
Кемер, квартира 2+1 в сите с бассейном море через дорогу, до центра 15 минут пешком. В квартире вся мебель и бытовая техника. Сдается в краткосрочну и долгосрочную аренду. Цена август- сентябрь 70 евро в сутки, долгосрочная ареда от 3 месяцев от 700 до 1500 долларов в зависимости от срока. Оформляем Внж.",0
"#сдаю БЕЗ КОМИССИИ собственник 
Нижняя Оба  (Elite Life 1 Residence)
📍Отличное расположение, рядом ТЦ Аланиум , Метро . 
Комфортная  квартира , с остекленным балконом . 
▪️1+1 
▪️до моря 500м
▪️Открытый бассейн , Финская Сауна , Беседка барбекю , фитнес зал ) 
▪️квартира оборудована всем необходимым 
▪️200€/неделя апрель 250/неделя май-октябрь
+ депозит 100€
▪️оплата по счетчикам + уборка 35€ 
*можно в рублях",0
"Представляем Вашему вниманию квартиру в районе Оба. Это открытый район для получения вида на жительство. Очень перспективный и только застраивающий район.
Квартира 1+1 с общей площадью 55 кв/м на. В комплексе есть фитнес, сауна, хамам, открытый бассейн, зимний бассейн и зона барбекю. До моря 1.5 км, до торгового центра Аланиум всего 10 минут на машине, 25 минут пешком. 

Цена на данную квартиру 110.000 💶 
Гарантируем 8% годовых пассивного дохода 💸 
Для более подробной информации свяжитесь с нами 🔽
📱+7 702 126 80 35 🇹🇷🇰🇿🇷🇺
🌍www.pratikhomes.com 
📍 Şekerhane mah. Atatürk cad. 20/303 Alanya",0
"Сдам светлую просторную квартиру 2+1 в Коньяалты / в микрорайоне Кушкава

Есть возможность оформить внж , до пляжа и моря 300м 🏖

БЕЗ КОМИССИИ от собственника. Цена 15.000 лир в месяц. Депозит 1.",0
"Добрый день, сдается квартира 1+1. Район Site / Kundu / Анталия. Все необходимое есть (мебель, техника, инфраструктура). От собственника. Сдача на долгий срок. Предоплата на 6 месяцев вперёд. 11000 лир. Без комиссии. Подходит под ВНЖ

Cвежая квартира в Güzeloba, Antalya 1+1. От собственника. С мебелью и техникой. Долгий срок. Оплата $800 в месяц. Оплата сразу за три месяца вперед + депозит + комиссия. Подходит под ВНЖ.

Сдаются две свежие квартиры 2+1. Район Güzeloba, Antalya. От собственника. С мебель и техника все новое. Оплата $1000 в месяц, долгий срок. Оплата за 3 месяца вперед + депозит и комиссия. 

Сдается квартира в отличном состоянии, меблирована  уровня Luxe 3+1. Бассейн присутсвует. Район Site / Kundu / Анталия. Хороший район, все в доступности, от собственника на долгий срок. Фото, локация на карте, и возможность посмотреть все возможно. Любые ваши вопросы. Оплата за 6 месяцев вперед. Без комиссии. 2000$ в месяц. 
В личные сообщения за доп. вопросами, фото и видео. Всем прекрасного дня!",0
✅ Сдаётся квартира 2+1 на краткосрочную аренду в комплексе SERENITY RESIDENCE ! Свободные даты : 02.04.23-26.05.23; 30.07.23-01.11.23. Подробности в личку !,0
"АНТАЛИЯ 🏖АРЕНДА🤝
🏡 Сдаётся квартира в Коньяалты -Пинарбаши 3+1 с газом цена 1000$ Депозит. Комиссия.

🏡 Сдаётся квартира в Коньяалты Унджалы 2+1 Цена 12500 лир. Предоплата три месяца. Депозит. Комиссия. 

🏡 Сдаётся квартира в Коньяалты-Гюрсу 3+1 Цена 900$. Предоплата три месяца.  Депозит. Комиссия. 
 
🏡 Сдаётся квартира в Коньяалты Унджалы 1+1 цена 8000 лир. Предоплата три месяца. Депозит. Комиссия. 

🏡 Сдаётся квартира в 
Лара, Фенер за террасити, 2+1 140 кв.м. Цена 12000 лир. Депозит. Комиссия.

🏡 Сдаётся квартира в Коньяалты- Унджалы 2+1 с газовым отоплением. В комплексе с бассейном. Цена 20000 лир. Один депозит. Комиссия. 

🏡 Продаётся квартира в Муратпаша-Кызыларык 1+1 на втором этаже. В новом доме. Цена 1.200.000 лир. 

 вотсап +905459739788 Мария.",0
"#СДАЮ.Срочно сдаю свои 2 квартиры от СОБСТВЕННИКА в МАХМУТЛАРЕ и в центре АЛАНЬЯ  :                                           ⚜️1)  1+1 в Махмутларе с площадью 75 кв.м., сам зал 30 кв.м есть высокоскоростной безлимитный интернет до 35 мгбт,море 150 метров, свободно с 21 ноября                                                ⚜️2) 1+1  где пляж Клеопатра элитный комплекс с полной инфраструктурой с ВИДОМ НА МОРЕ И ГОРЫ,с крытым бассейном,с тёплым полом в ванной,свободно с 5 декабря.                                       Цена зависит от периода проживания.От 350 евро в месяц 2+1 варианты есть.",0
"Сдам свою квартиру от 3-х мес. Без комиссии. Махмутлар 2+1, отдельная кухня. 2-й турецкий этаж. Есть мебель и техника . Супер локация,вся городская инфраструктура в пешей доступности, дом возле часов, первая линия,вид на горы и море, перед домом парк, пляж без плит , детская площадка, банки, остановка итд. Квартира сдаётся впервые. 400€. Детали и фото скину в личку",0
"Сдам свою квартиру.   
Без комиссий.  
  
Махмутлар. Sfera Residence. 
2+1.120m2.  
До пляжа 200 метров. .   
Фасад южный, очень светлая. 
2 сан.узла. (1 душевая, 1 ванная) 
 
Инфраструктура:  
Бассейн. 
Фитнес зал. 
Хамам, сауна, паровая. 
Бильярд. 
Детская площадка.  
Охрана 24/7. 
  
700 евро в месяц.   
 
  
Локация: Начало Махмутлара. 200метров до моря. До 3м Мигрос 500метров. 
  
+905364499119 Мадина.  
@madinaalanya",0
"Сдаю 1+1 в жилом комплексе с полной инфраструктурой ❗️SERENITY RESIDENCE❗️ Махмутлар.

Квартира полностью готова к проживанию. Окна на бассейн и инфраструктуру.

500€  -  от месяца (айдат и интернет включены).
25€ - сутки, от 10 дней

Без комиссии. Есть депозит. Свет, вода и уборка дополнительно.",0
"Сниму квартиру 2+1 на долгосрок (6-9-12 месяцевя) от собственника, без комиссии. Махмутлар. Новый современный ремонт, вся необходимая мебель и техника. Дом с инфраструктурой. До моря до 500-600 м. Оплата помесячно",0
"Сдам свою квартиру студию (1+0) 35 кв.м. без комиссии в Махмутларе, в районе вторничного рынка, до моря 400 метров. Комплекс с бассейном, зоной барбекю, в квартире есть вся необходимая мебель, техника и все для жизни (телевизор, кондиционер, стиральная и посудомоечная машина, пылесос, фен, полотенца, постельное белье, посуда и пр.) Проведен интернет. Свободна с 13 декабря",0
"Сдам свою новую квартиру 1+1, полностью с мебелью и с техникой, 3 этаж, вид на море. Махмутлар район вторнечной рынок, от моря 400 м. ЖК новый, летний бассейн, лифт, ухоженная территория, паркинг! Цена 800 евро. Свет и вода, уборка 300 лир. Депозит 200 евро. Без комиссии!
+905364200969",0
"Сдам  в аренду квартиру 1+1 на любой срок. район махмутлар (комплекс YEKTA IN+ Екта ИН+).
Стоимость:
в сутки составляет 45€/$. 
На срок от 1 месяца и более 700€. 
Депозит 400€. 
Без комиссии. 
Без ВНЖ. 
В комплексе работает вся инфраструктура. По запросу фото локации и прочих, писать в ЛС.",0
"🏝АНТАЛИЯ 🏖

🏡Сдаётся квартира в Хурме 1+1 цена: 11000 оплата по месячно.Один депозит. + Комиссия. 

🏡Сдаётся квартира в Кепезе (Чанкая махалеси) 2+1  без мебели цена: 5000лир предоплата за два месяца. Один депозит + комиссия.

🏡Сдаётся квартира в Кепезе  2+1  напротив автовокзала. цена: 6000 лир. Предоплата за год. Депозит один + комиссия.

🏡 Сдаётся квартира в Лимане 2+1 дуплекс цена : 15000 лир предоплата минимум за три месяца. Один депозит+ комиссия. 

ЕСТЬ КВАРТИРЫ В НАЛИЧИИ❕
Вотсап  +447438834043 Мария.",0
"Алания Махмутлар долгосрочная аренда 1+1 450 € , комплекс с инфраструктурой, депозит , комиссия. Только долгосрок!!!",0
"Сдаётся квартира 2+1 в турецком доме, в начале Махмутлара на 5 месяцев, с 1 мая.
Цена 400€/месяц 
Оплата сразу за весь период.
Комиссия 400€, без депозита.
Обращаться в личку или по телефону 
+90 552 798 69 29",0
"#Сдам шикарную светлую квартиру от собственника! 🌇 

С видом на море 🌊 и город 🌃 

2+1. Район Мальтепе/азиатская часть, под внж подходит! 2 спальни, 1 сан узел. 29 этаж. Инфраструктура в ЖК есть. 

😇 Без комиссии, цена 1.500€ в месяц, депозит возвратный 1.500€. оплата ежемесячная, подробнее в лс.",0
Освобождается квартира 1+1 Махмутлар 400€ Без комисси. Очень уютная  имеется отдельный коридор. В каждой комнате дверь. В квартире есть все для комфортного проживания. По всем вопросам пишите в директ.,0
"55.000€
Квартира 1+1 в Махмутлар
Новый дом
550м до моря",0
"В аренду на долгий срок!
Махмутлар, ЖК Курт Сафир, квартира 1+1
Большая 75 м2
Полная инфраструктура:
Сауна, спортзал, бильярд
Детская площадка, летний бассейн
Большая территория, парковка, охрана
До моря 500 м

Сдаётся на срок от полугода!
Условия:
Месяц 400 евро
Депозит 400 евро
Комиссия 400 евро

Заинтересованным писать в лс

➕ ещё много Эконом и Премиум вариантов в аренду в разных районах Аланьи (Центр, Оба, Кестель, Махмутлар и т.д.)

Если готовы платить комиссию, пишите, подберём вам классное жилье...

Агентов просьба не беспокоить!

#сдам #аренда #алания #махмутлар #турция #ищу #оба #кестель #надолгосрок",0
"Я собственник,продаю свою квартиру 2+1 90м2 170.000€ в SERENITY RESIDENCE, с дизайнерским ремонтом в комплексе премиум класса с инфраструктурой 5*

Без комиссии!
+905538976686 

Расстояние до моря 550 м
Район Махмутлар
Бесплатный трансфер до своего пляжа
⠀ ⠀
Инфраструктура:
🏊🏽‍♂️Открытый Бассейн 845 кв м
🎢Детская площадка
🍱Ресторан
🍗Барбекю
🏀Баскетбольная площадка
🏊🏼‍♀️Крытый бассейн
💦Джакузи
💄Салон красоты
💨Римская паровая
📺Кинозал
📔Библиотека
🖥Конференц зал
🏋️Фитнес зал
💨Сауна
💆🏻‍♀️Комната для массажа
💨Хамам
🤹🏻Мини клуб
⠀
Комплекс имеет выгодное расположение, в шаговой доступности до всей городской инфраструктуры, супермаркетов, ресторанов, школ, детских садов, банков и парков.
⠀",0
"#сдам #аренда 
Махмутлар
Сдается квартира 1+1 
Yekta Blue
Долгосрок, краткосрок
🔥март- август🔥
инфраструктура,бассейн,фитнес зал,бары,рестораны.

850€ аренда
50€ клининг
300€ депозит
Оплата помесячно!!!

БЕЗ комиссии
от СОБСТВЕННИКА",0
"Продаю просторную квартиру в Махмутларе. Идеально подходит для жизни или выгодной сдачи в аренду, не только летом, но и зимой.

До моря всего 400 метров
Есть вид на море
Очень большой балкон
Общая площадь 75м2

В комплексе несколько бассейнов, также бассейн на крыше. Баскетбольная площадка, сауна, хамам, парковка. 

В пешей доступности есть все необходимое для жизни (магазины, кафе, рестораны)

Цена 128.000€

Пишите и договоримся о встрече🙏🏼",0
"#Аренда
#сдам
#Алания Махмутлар 
600€ 

Сдам в аренду  1+1 

Комплекс  с полной инфраструктурой.

Новая квартира, в аренду не сдавалась.

Полностью всем укомплектована!

До моря 600 м. 
До Ekta Mall, магазинов, кафе 50м.

Электричество, вода- отдельная оплата.
Айдат, интернет включены в стоимость!!! 

Комиссия и депозит зависит от срока проживания.",0
"Сдается в новом доме в Оба, верхняя,  2+1 дуплекс, без мебели и техники . Вся инфраструктура есть. До моря 2.7. 
Без внж. За ценой в ЛС



С мая месяца сдаётся обсалютно новая квартира с новой техникой. Никто раньше не жил.
1+1, премиум класса, с полной инфраструктурой,  100м до моря, Кестель,  на границе с Махмутлар. 
Цена договорная по сроку.  Комиссии нет


Сдается Каргиджак 
ТОПРАК ПАЛАСС. 2+1, полностью мебелированная и с инфраструктурой.
До моря 100метров. 1200 евро + депозит 500евро. Долгосрок
Без комиссии. Без торга. 
Краткосрок - цена договорная.


Сдается в Кестель в новом доме 1+1 с мебелью и полной инфраструктурой с 25 апреля по июнь. Даты оговариваются . До моря 100метров.",0
"Сдается квартира 1+1  в Махмутлар ( начало вторничного  рынка) комплекс Gulsun Hnm 
450€+150€ залог+40€ уборка ( вода , свет по счетчикам)",0
"#аренда  квартира 1+1 в  Махмутларе!
Best Life 4
Краткосрочная аренда! С1.07 по 30.07
800€/месяц
200€/депозит(возвратный)
40€/ финальная уборка
Вода,электричество ,интернет оплачивается отдельно.
БЕЗ КОМИССИИ!",0
"Сдам свою квартиру от 3-х мес.Дом турецкий. Махмутлар 2+1, отдельная кухня. 2-й турецкий этаж. Есть мебель и техника . Супер локация, возле часов, первая линия,вид на горы и море, все в пешей доступности, перед домом парк, пляж без плит , детская площадка, банки, остановка итд. Квартира после косметического ремонта, сдаётся впервые. 400€. Детали и фото скину в личку",0
"Начало Махмутлара , сдам 2+1 большая 120 м 2, тёплая ( южная сторона ) квартира , 8 этаж ,  два балкона, два санузла, полноценная ванна, вид на море , скоростной интернет , спорт зал. Сдается до апреля . Возможна оплата в рублях. Цена 450 €  дополнительно счётчики,  депозит возвратный 300 € , уборка 50 €. БЕЗ КОМИССИИ !!!",0
"Сдам квартиру в хурме 3+1(200m^2) без мебели, без депозита, без комиссии до января
Цена 500$ в месяц",0
"Сдаю 1-комнатную квартиру от собственника без комиссии KÜÇÜKER PREMİUM
Район Махмутлар, в 3 минутах от часовни 🛕
до моря 150м 🌊
500$ месяц 
Депозит(200$ возвращается )

Полная инфраструктура : 
Фитнес, тренажерный зал
Спа-зона с баней, сауной и крытым бассейном
Зона отдыха с открытым бассейном
Охрана 24/7 
Автостоянка
Генератор
Видеонаблюдение 24/7 

По вопросам аренды +79093613656 Ватсап",0
"Сдаётся квартира 2+1
на кароткий срок 500€
с полной инфракстуктурой
без комиссии 
по инфо писать в личку
+905527794036",0
"Сдаю квартиру от собственника!
Срочно!
Хоть сегодня заехать можно.
2+1 в Лимане, до моря 7 минут .
1 дом без бассейна.
Цена 700$ без комиссии!
Фото в личку!
Можно посуточно!",0
"Махмутлар -  Alara Park🔥 аренда 
1+1 

Без комиссии 

1200€

комплекс с полной инфраструктурой: большой бассейн на улице, детские комнаты, игровые,  детская зона отдыха, бассейн внутренний, хамам, сауна, солярная комната, фитнес, кинотеатр и т.д.👌🔥.
До моря 500 м.

Депозит - 500( возвратный)
Финальная уборка 40€
Электричество, вода- отдельная оплата.
Айдат, интернет включены в стоимость!!!",0
Нужна квартира в Астане🇰🇿 в аренду на месяц,0
Классная квартира 👍,0
Сдам две квартиры на долгий срок 150 метров от моря,0
Квартиры сами приходят 😊,0
"🔠🔠🔠🅰️🔠🔠🔠


🔠🔠🔠🔠


🔤🔤🔤🔤🔤🔤🔤🔤🔤
🔠🔠🔠🔠🔠🔠🔠🔠
🔤🔤🔤🔤



🔤🔤🔤🔤🔤🔤🔤🔤🔤


🔤🔤🔤

🔤🔤🔤🔤🔤🔤🔤



Обращайтесь",0
"Ищу сожителя чтобы снять квартиру, до 7000 лир на двоих",0
На какой срок хотите снять,0
